27969	2.2032	59.127	35.536	22.358	135.48	38.718	3.0976	26.886	131.29	363.49	61.792	10.36	-0.79451	35.651	43.458	528.64	-4.0628	30.282	14.11	2.0063	58.553	9.4662	11.887	16.908	12.055	9.3792	176.41	18.156	-10.285	310.94	1118.2	-6.3229	-9.5394	8.3374	559.31	-7.8349	-4.3915	16.7	71.521	523.65	68.665	4.8217	22.06	39.22	44.244	20.364	-9.9903	312.24	76.543	39.66	53.264	566.34	20.083	19.873	27.732	33.66	115.21	27.627	44.947	21.84	494.62	15.171	2.1604	327.25	146.52	513.92	251.27	20.413	311.46	13.439	121.69	6.6107	60.181	84.679	-4.9283	103.2	0.85044	18.237	47.863	276.44	0.26932	9.2571	-18.9	435.81	-10.317	149.72	496.14	111.61	-0.66423	1937.2	100.77	-3.3605	12.116	-7.4478	1005.9	1.8171	2.0755	187.72	106.98	-11.161	32.841	48.304	59.628	76.026	129.2	49.069	38.247	133.13	6.298	3.1316	48.383	48.644	8.9303	-4.8714	-15.117	-1.4787	25.345	40.728	157.96	45.419	47.334	225.85	101.93	2.362
2.2032	1.303e+05	922.59	224.84	4955.3	1266.2	293.56	159.22	620.5	713.5	258.59	165.04	124.84	334.27	256.14	242.87	-6.1282	1594	164.94	203.21	1056.5	189.08	327.09	185.93	1695.3	476.06	489.04	243.05	758.89	1571.3	1962.2	7.2373	397.03	949.96	654.41	-8.4595	603.64	97.479	126.74	223.65	400.5	106.37	348.44	671.98	239.21	710.7	98.477	1543.6	-7.6159	28.83	347.68	0.78646	-14.789	296.91	618.57	479.01	296.04	216.06	555.05	176.25	390.26	25.627	121.52	436.58	238.99	321.92	181.27	-7.2992	640.41	684.98	153.41	304.97	203.37	291.04	110.56	165.29	16.749	498.85	446.52	936.31	-4.0412	250.91	2138.2	1603.8	10.733	327.61	149.71	72.687	93.732	178.6	-4.229	567.68	923.54	1365.6	514.06	30.52	253.46	10.479	-6.7506	1156	203.87	184.28	132.14	1724.4	517.91	2236.8	135.02	246.98	509.94	3482.3	370.75	193.85	48.235	688.56	153.74	2096.1	139.26	1183.5	-5.4009	1741.5	1004.1	148.3	-17.678	1074.5	33.51
59.127	922.59	43355	5042.9	2709.3	1874.5	257.14	151.69	672.36	3133.7	2972.5	249.87	283.63	342.14	93.346	286.92	236.74	7936.3	236.72	313.46	625.71	414.85	337.67	98.079	956.94	349.45	3130.1	84.53	2358.3	215.71	911.62	73.309	309.76	1191	920.3	479.67	798.04	88.326	528.43	514.97	472.34	83.59	398.53	280.49	434.79	585.9	184.45	1017.2	5.3879	9.879	2930.9	-13.79	4825.9	1029.9	203.61	1899.2	157.44	245.16	791.05	800.94	162.1	157.49	62.518	358.16	10483	428.57	4625.2	281.31	414.07	944.14	318.02	397.97	63.619	177.41	708.16	120.93	244.91	747.14	194.29	1043	379.75	106.62	387.24	1607.5	325.79	211.67	181.07	-0.11574	312.36	131.87	2408.2	701.87	1262.2	20942	818.6	749.1	322.07	53.833	98.702	1713.2	91.943	98.282	316.62	319.54	1711.2	859.84	238.77	163.03	743.61	288.65	559.96	284.17	148.1	868	317.05	506.68	608.85	922.22	451.15	2644.4	414.08	330.95	541.29	1159.2	15.098
35.536	224.84	5042.9	1.5182e+05	1337.3	1319.5	196.59	104.87	143.64	290.06	27.375	96.493	636.45	513.06	117.79	173.46	9.5629	2009.8	151.96	154.17	414.93	115.77	524.43	162.63	799.92	482.34	595.83	298.27	263.46	524.39	1787.4	115.54	168.26	834.96	280.68	22.054	314.94	142.39	89.552	209.01	222.11	128.41	314.45	384.37	290.18	573.39	472.7	71.859	63.759	46.826	589.54	1.9395	-10.091	224.34	491.49	213.69	250.5	319.3	116.28	130.38	513.47	170.79	125.22	68.954	6348.4	115.69	5586.5	53.149	134.02	6208.6	106.24	152.96	186.66	520.69	143.6	70.876	77.827	474.18	162.47	987.49	94.804	85.79	1936.4	441.88	91.507	209.65	2391.5	89.726	124.74	84.886	934.34	481.82	391.77	2225.3	115.77	221.61	115.8	-0.66774	31.26	316.85	74.397	233.35	110.34	1206.7	182.52	2999.9	117.59	315.86	561.01	2042.4	625.21	68.921	26.93	130.18	96.94	733.81	269.22	477.2	9.8524	396.02	243.67	96.581	287.45	347.45	81.316
22.358	4955.3	2709.3	1337.3	1.0981e+05	5466.7	607.78	544.92	558.78	1146.1	2454.9	222.04	1012.9	439.91	766.64	611.81	9.8892	11484	271.3	602	1617.7	1545.5	653.63	223.5	1987.9	852.04	1228.5	171.01	790.03	795.42	1947.4	86.123	704.95	7401	2710.5	15.136	453.75	152.12	199.92	406.76	429.51	116.15	452.64	1365.1	333.7	2599.9	191.95	432.82	26.268	197.15	1699.9	15.378	-44.596	1306.6	740.6	4665.8	970.07	307.07	1011.9	161.44	425.96	413.81	236.35	3603.2	704.64	930.69	1436.9	56.026	1984.5	1299.7	498.84	395.52	573.67	602.12	1096.9	81.128	118.8	1210.4	1000.6	3697.6	-12.338	172.27	444	1369.7	42.987	1632.8	888.67	71.382	510.41	168.55	314.99	3586	2415.5	8921.4	3219.3	238.49	713.68	303.85	22.662	3759.4	144.18	944.03	312.44	879.59	1748.4	1964.1	613.56	933.78	1220.7	1221.7	181.91	367.2	125.08	611.05	444.58	460.22	311.01	3723.7	76.948	875.62	552.02	289.75	-1.332	751.8	109.66
135.48	1266.2	1874.5	1319.5	5466.7	25162	763.62	394.39	391.51	1919.1	1676.7	325.44	1367.8	1362.6	564.36	849.62	131.6	5436.9	788.55	801.12	1376	1259.1	1675.5	843.03	3749.1	1495	2825.3	720.36	1549.8	979.64	14047	170.76	809.22	2110.7	3075.9	44.049	1321.2	269.08	705.2	1151.6	219.28	550.81	692.13	3087.4	849.1	1125.2	458.05	876.38	-9.4771	144.14	1625.3	195.91	20263	1791.8	1510.1	3864.8	1552.8	953.76	889.02	662.21	2541.7	416.75	309.22	416.32	1180.1	2439.7	1129.4	120.39	785.32	7258.5	607.37	1113.5	587.43	947.55	1116.4	211.81	259.84	2106.6	549.95	4155.8	-14.451	245.8	9460.9	1850.8	212.19	672.85	310.33	184.09	632.68	318	388.83	483.3	3450.4	3363.2	2481.6	1140.4	544.37	-7.3195	99.603	3625	250	566.35	425.93	2653.3	2107.8	9963.3	349.7	439.22	5018.8	5851.3	524.11	295.05	292.38	863.56	282.9	1909.6	597.13	3763.1	89.949	6101.8	843.49	936.77	-20.629	1813.1	191.01
38.718	293.56	257.14	196.59	607.78	763.62	16782	195.93	196.81	338.28	416.54	154.45	187.15	159.35	134.42	3086.6	99.504	451.5	384.39	401.67	653.14	641.51	357.58	178.17	621.55	312.66	531.79	127.31	306.08	497.16	2157.9	134.67	129.45	517.9	336.57	90.553	158.97	54.375	254.66	165.51	47.474	248.33	197.62	402.52	94.579	307.39	628.34	315.93	5.7919	181.71	356.73	686.03	1073.5	747.73	307.82	313.1	222.67	99.619	304	654.17	361.55	100.12	88.34	80.342	809.69	172.61	174.95	27.391	153.09	437.6	161.41	420.33	238.22	189.2	119.11	62.704	132.98	227.59	187.37	282.02	64.822	75.444	924.46	532.28	114.51	139.6	74.706	136.97	120.01	90.37	187.29	1575.4	308.1	401.82	242.73	371.46	133.39	3.3652	44.854	388.21	60.979	117.27	272.42	556.08	334.3	1992.9	134.5	173.16	1359.2	1346.7	79.38	88.619	2450.7	104.24	115.55	736.2	86.568	246.6	487.69	568.14	210.33	116.99	15.752	283.93	143.83
3.0976	159.22	151.69	104.87	544.92	394.39	195.93	7173.3	135.09	195.14	138.57	62.061	72.015	105.42	946.78	164.9	57.119	317.89	266.6	148.93	788.91	91.03	166.44	102.51	257.22	259.8	529.63	70.811	154.02	256.13	946.08	192.43	119.05	756.57	355.59	60.526	138.55	61.774	543.06	85.019	67.101	188.74	167.13	195.07	84.682	355.05	59.211	210.73	6.9603	32.185	341.9	18.785	2196.5	177.22	170.65	389.43	75.959	96.945	187.61	88.919	250.1	51.335	50.786	159.18	109.35	97.427	155.02	10.74	89.276	378.37	383.12	434.03	475.33	129.18	105.78	38.122	38.348	143.44	99.284	205.5	8.9825	55.052	534.58	442.3	25.174	116.07	217.15	14.841	137.94	91.966	0.74989	779.22	171.72	321	267.82	73.624	137.59	2.0527	45.843	165.14	43.142	78.161	243.03	265.67	232.35	789.07	225.56	145.29	531.74	499.41	64.06	102.49	83.221	100.53	96.156	390.04	65.576	228.57	377.14	660.73	115.5	318.46	-4.6896	188.68	44.196
26.886	620.5	672.36	143.64	558.78	391.51	196.81	135.09	23208	506.75	3038	84.17	1325.5	1048.2	102.36	228.97	109.59	1257.2	134.2	170.1	1052.7	611.83	402.9	143.3	4592.7	610.03	369.41	207.68	3258.3	1825.3	1027.1	123.17	599.52	839.07	1176.1	88.771	920.52	88.758	168.31	941.61	320.28	234.8	534.01	1238.5	505.44	5068.2	411.01	1586.3	-22.284	23.911	2703	-27.698	-107.48	534.39	440.99	1218.6	2959.8	319.24	4374	208.16	723.36	51.77	9.6215	1935.6	4004.4	1208.4	2107	-6.265	642.58	429.97	133.51	96.89	192.14	293.98	2128	182.13	59.791	1076.1	1009	279.49	1.1082	686.74	384.19	3693.9	-7.5206	671.69	10.374	-12.379	115.7	408.53	-11.468	979.15	323.43	1509.1	1914.6	283.32	768.7	-14.599	32.071	420.81	352.47	221.02	284.06	1323.7	2918.9	1025.8	223.62	344.05	982.93	1635	422.84	875.56	4.078	4451.4	835.4	3178	330.08	504.81	172.01	1376.2	1074.6	54.752	157.34	3957.6	40.898
131.29	713.5	3133.7	290.06	1146.1	1919.1	338.28	195.14	506.75	25332	827.81	69.436	620.78	1629.9	148.88	259.17	272.37	1724.9	227.55	278.26	1575.8	320.46	612.75	160.04	1295.5	789.48	3870	114.8	1858.5	389.77	1285.8	116.18	865.23	1758.6	2537.2	453.77	5301.8	198.74	706.04	247.24	168.78	62.131	379.15	1584	856.61	1686.4	184.13	6774.7	24.421	46.614	573.83	-2.3243	5753.1	647.28	368.56	4875.4	531.91	458.38	980.92	161.13	569.08	3602.1	49.557	925.61	10353	867.85	833.3	40.748	675.64	1403.8	177.13	475.85	118.85	162.05	550.27	477.73	288.55	803.55	639.99	744.86	16.729	508.95	2538.7	1586.9	252.86	533.63	109.5	14.78	171.4	352.92	56.682	499.05	40026	874.44	1827.8	740.12	814.6	-6.4388	4.2775	1121.7	572.71	148.1	324.03	691.15	1156.5	1584.7	166.6	354.11	688.39	451.27	462.36	676.02	222.36	1078.7	436.03	969.67	1145.2	7812.1	75.203	3828.2	1120	247.07	9.4392	2036.5	39.035
